M261;Microsoft;4CC;H.261;;;Microsoft H.261
M263;Microsoft;4CC;H.263;;;Microsoft H.263
M4CC;ESS Divo;4CC;MPEG-4 Visual;;;ESS MPEG-4 Divio
M4S2;FFMpeg;4CC;MPEG-4 Visual;;;Microsoft MPEG-4 (hacked MS MPEG-4)
MC12;;4CC;ATI Motion;;;ATI Motion Compensation Format
MC24;MainConcept;4CC;M-JPEG;;;MainConcept M-JPEG
MCAM;;4CC;ATI Motion;;;ATI Motion Compensation Format
MCZM;;4CC;RGB;;;Theory MicroCosm Lossless 64bit RGB with Alpha-channel
MDVD;;4CC;MicroDVD;;;Alex MicroDVD Video (hacked MS MPEG-4);
MDVF;Pinnacle;4CC;Digital Video;;;Pinnacle DV/DV50/DVHD100;
MHFY;;4CC;YUV;;;A.M.Paredes mhuffyYUV (LossLess);http://mirror01.iptelecom.net.ua/~video/codecs/Pinnacle.ReelTime.v2.5.software.only.codec.exe
MJ2C;;4CC;JPEG2000;;;Morgan Multimedia JPEG2000 Compression;http://mirror01.iptelecom.net.ua/~video/codecs/Pinnacle.ReelTime.v2.5.software.only.codec.exe
MJPA;;4CC;Pinacle M-JPEG A;;;Pinnacle ReelTime MJPG hardware;http://mediaxw.sourceforge.net
MJPB;Pinacle B;4CC;M-JPEG;;;M-JPEG;
MJPG;;4CC;M-JPEG;;;M-JPEG including Huffman Tables;
mJPG;IBM (w Huffman);4CC;M-JPEG;;;IBM M-JPEG including Huffman Tables;
MJPX;;4CC;Pegasus M-JPEG;;;Pegasus PICVideo M-JPEG;
ML20;;4CC;Webcam;;;Mimic MSN Messenger Webcam;
MMES;Matrox;4CC;MPEG Video;Version 2;;Matrox MPEG-2 I-frame;
MMIF;Matrox;4CC;MPEG Video;Version 2;;Matrox MPEG-2 I-frame;
MNVD;;4CC;MindVid;;;MindBend MindVid LossLess;
MP2V;;4CC;MPEG Video;Version 2;;Media Excel MPEG-2 Video;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
MP2v;;4CC;MPEG Video;Version 2;;MPEG-2 Video;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
MP41;;4CC;S-Mpeg 4 v1;;;Microsoft MPEG-4 V1 (enhansed H263);http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
MP42;;4CC;S-Mpeg 4 v2;;;Microsoft MPEG-4 V2;http://www.apple.com/quicktime/download/standalone.html
MP43;;4CC;S-Mpeg 4 v3;;;Microsoft MPEG-4 V3;
MP4S;MS MPEG-4 v3;4CC;MPEG-4 Visual;;;Microsoft MPEG-4 (Windows Media 7.0);
MP4V;;4CC;MPEG-4 Visual;;;Apple QuickTime MPEG-4 native;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
mp4v;;4CC;MPEG-4 Visual;;;(MPEG-4) Apple MPEG-4 Video;http://www.apple.com/quicktime/download/standalone.html
MPEG;;4CC;MPEG Video;;;Chromatic MPEG 1 Video I Frame;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
mpeg;;4CC;MPEG Video;;;MPEG-1 Video;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
MPG1;Ffmpeg;4CC;MPEG Video;;;(MPEG-1/2) FFmpeg;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
MPG2;Ffmpeg;4CC;MPEG Video;;;(MPEG-1/2) FFmpeg;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
MPG3;FFmpeg DivX 3;4CC;MPEG-4 Visual;;;(MPEG-4) MS MPEG-4 v3;
MPG4;MS MPEG-4 v1;4CC;MPEG-4 Visual;;;Microsoft MPEG-4 v1;
MPGI;Sigma;4CC;MPEG Video;;;Sigma Design MPEG-1 I-frame;
MPNG;;4CC;PNG;;;Motion PNG;
MRCA;;4CC;Mrcodec;;;FAST Multimedia;
MRLE;;4CC;RLE;;;Microsoft RLE;
MSS1;Windows;4CC;Screen Video;;;Windows Screen Video;
MSS2;;4CC;Windows Media;;;Windows Media 9
MSUC;;4CC;MSU;;;MSU LossLess
MSUD;;4CC;MSU;;;MSU LossLess
MSV1;;4CC;Microsoft Video 1;;;Microsoft Video 1
MSVC;;4CC;Microsoft Video 1;;;Microsoft Video 1
MSZH;;4CC;AVImszh;;;Lossless (ZIP compression)
MTGA;;4CC;TGA;;;Motion TGA images (24, 32 bpp)
MTX1;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX2;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX3;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX4;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX5;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX6;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX7;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX8;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MTX9;Matrox;4CC;M-JPEG;;;Matrox M-JPEG
MV10;;4CC;Nokia;;;Nokia Mobile Phones
MV11;;4CC;Nokia;;;Nokia Mobile Phones
MV12;;4CC;MVI;;;Motion Pixels (old)
MV99;;4CC;Nokia;;;Nokia Mobile Phones
MVC1;;4CC;Nokia;;;Nokia Mobile Phones
MVC2;;4CC;Nokia;;;Nokia Mobile Phones
MVC9;;4CC;Nokia;;;Nokia Mobile Phones
MVI1;;4CC;MVI;;;Motion Pixels MVI
MVI2;;4CC;MVI;;;Motion Pixels MVI
MWV1;;4CC;Aware Motion Wavelets;;;Aware Motion Wavelets
MYUV;;4CC;RGB;;;Media-100 844/X Uncompressed
NAVI;;4CC;MPEG-4 Visual;;;nAVI video (hacked MS MPEG-4)
NDIG;Ahead;4CC;MPEG-4 Visual;;;Ahead Nero Digital MPEG-4
NHVU;;4CC;Nvidia Texture;;;Nvidia Texture Format (GEForce 3)
NO16;;4CC;RGB;;;Theory None16 64bit uncompressed Uncompressed
NT00;LightWave;4CC;YUV;;;NewTek LightWave HDTV YUV with Alpha-channel
NTN1;;4CC;NogaTech Video 1;;;Nogatech Video Compression 1
NTN2;;4CC;NogaTech Video 2;;;Nogatech Video Compression 2 (GrabBee hardware coder)
NUV1;;4CC;Nuppel;;;NuppelVideo
NV12;;4CC;YUV;;;8-bit Y plane followed by an interleaved U/V plane with 2x2 subsampling
NV21;;4CC;YUV;;;As NV12 with U and V reversed in the interleaved plane
NVDS;;4CC;Nvidia Texture;;;Nvidia Texture Format
NVHS;;4CC;Nvidia Texture;;;Nvidia Texture Format (GeForce 3)
NVHU;;4CC;Nvidia Texture;;;Nvidia Texture Format
NVS0;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS1;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS2;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS3;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS4;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS5;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS6;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS7;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format
NVS8;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVS9;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT0;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT1;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT2;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT3;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT4;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT5;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT6;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT7;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT8;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NVT9;;4CC;Nvidia Texture;;;Nvidia Texture Compression Format;
NY12;;4CC;YUV;;;Nogatech Ltd.;
NYUV;;4CC;YUV;;;Nogatech Ltd.;
ONYX;;4CC;VP7;;;On2 VP7;http://www.on2.com/vp7.php3
PCLE;;4CC;Studio400;;;Pinnacle Systems, Inc.;
PDVC;Panasonic;4CC;Digital Video;;;Panasonic DV;
PGVV;;4CC;Radius Video Vision;;;Radius Video Vision Telecast (adaptive JPEG);
PHMO;;4CC;Photomotion;;;IBM Photomotion;
PIM1;Pegasus;4CC;M-JPEG;;;Pinnacle DC1000 hardware (MPEG compression);http://mirror01.iptelecom.net.ua/~video/codecs/PICVideo.Lossless.JPEG.codec.v2.10.27.exe
PIM2;Pegasus;4CC;M-JPEG;;;Pegasus Imaging;http://mirror01.iptelecom.net.ua/~video/codecs/PICVideo.Lossless.JPEG.codec.v2.10.27.exe
PIMJ;Pegasus;4CC;M-JPEG;;;Pegasus Imaging PICvideo Lossless JPEG;http://mirror01.iptelecom.net.ua/~video/codecs/PICVideo.Lossless.JPEG.codec.v2.10.27.exe
PIXL;Miro;4CC;M-JPEG;;;MiroVideo XL (M-JPEG);
PNG;;4CC;PNG;;;;
PNG1;;4CC;PNG;;;Corecodec.org CorePNG;
PVEZ;;4CC;PowerEZ;;;Horizons Technology PowerEZ;
PVMM;Pegasus;4CC;MPEG-4 Visual;;;PacketVideo Corporation MPEG-4;
PVW2;;4CC;Pegasus Wavelet;;;Pegasus Imaging Wavelet 2000;
PVWV;;4CC;Pegasus Wavelet;;;Pegasus Imaging Wavelet 2000;
PXLT;;4CC;Pixlet;;;Apple Pixlet (Wavelet);
Q1.0;;4CC;QPEG 1.0;;;Q-Team QPEG 1.0;http://www.q-team.de
Q1.1;;4CC;QPEG 1.1;;;Q-Team QPEG 1.1;http://www.q-team.de
QDGX;;4CC;Apple GX;;;Apple QuickDUncompressed GX;
QDRW;;4CC;Palettized Video;;;Apple;
QPEG;;4CC;QPEG 1.1;;;Q-Team QPEG 1.1;
QPEQ;;4CC;QPEG 1.1;;;Q-Team QPEG 1.1;
R210;;4CC;YUV;;;BlackMagic YUV (Quick Time);
R411;Radius;4CC;Digital Video;;;Radius DV NTSC YUV;
R420;Radius;4CC;Digital Video;;;Radius DV PAL YUV;
RAV_;GroupTron;4CC;MPEG-1;;;GroupTRON ReferenceAVI (dummy for MPEG compressor);
RAVI;GroupTron;4CC;MPEG-1;;;GroupTRON ReferenceAVI (dummy for MPEG compressor);
RAW ;;4CC;RGB;;;Full Frames (Uncompressed);
raw ;;4CC;RGB;;;Full Frames (Uncompressed);http://www.apple.com/quicktime/download/standalone.html
RGB ;;4CC;RGB;;;Uncompressed RGB32;
RGB1;;4CC;RGB;;;Uncompressed RGB332 3:3:2;
RGBA;;4CC;RGB;;;Uncompressed w/ Alpha. Uncompressed RGB with alpha. Sample precision and packing is arbitrary and determined using bit masks for each component, as for BI_BITFIELDS.;http://www.fourcc.org/indexrgb.htm
RGBO;;4CC;RGB;;;Uncompressed RGB555 5:5:5;
RGBP;;4CC;RGB;;;Uncompressed RGB565 5:6:5;
RGBQ;;4CC;RGB;;;Uncompressed RGB555X 5:5:5 BE;
RGBR;;4CC;RGB;;;Uncompressed RGB565X 5:6:5 BE;
RGBT;;4CC;RGB;;;Uncompressed RGB with transparency;http://www.fourcc.org/indexrgb.htm
RIVA;;4CC;Swizzled texture;;;Nvidia;
RL4;;4CC;RLE;;;RLE 4bpp RGB;
RL8;;4CC;RLE;;;RLE 8bpp RGB;
RLE ;;4CC;RLE;;;RLE RGB with arbitrary sample packing within a pixel;http://www.fourcc.org/indexrgb.htm
rle  ;;4CC;Animation;;;;http://www.apple.com/quicktime/download/standalone.html
RLE4;;4CC;RLE;;;RLE 4bpp RGB;http://www.fourcc.org/indexrgb.htm
RLE8;;4CC;RLE;;;RLE 8bpp RGB;http://www.fourcc.org/indexrgb.htm
RLND;;4CC;Roland;;;Roland Corporation;
RMP4;RealMagic;4CC;MPEG-4 Visual;;;REALmagic MPEG-4 Video (Sigma Design, built on XviD);
ROQV;;4CC;Id RoQ;;;Id RoQ File Video Decoder;
rpza;;4CC;Road Pizza;;;Apple Video 16 bit road pizza;http://www.apple.com/quicktime/download/standalone.html
RT21;;4CC;Intel Video 2.1;;;Intel Real Time Video 2.1;
RTV0;;4CC;NewTek VideoToaster;;;NewTek VideoToaster (dummy format - only AVI header);
RUD0;;4CC;Rududu;;;Rududu video;
RV10;;4CC;RealVideo 1;;;H263, RealVideo 5;http://www.real.com
rv10;;Real;RealVideo 1;;;H263, RealVideo 5;http://www.real.com
RV13;;4CC;RealVideo 1;;;H263, RealVideo 5;http://www.real.com
rv20;;Real;RealVideo 2;;;H263, RealVideo 6;http://www.real.com
RV20;;4CC;RealVideo 2;;;H263, RealVideo 6;http://www.real.com
rv30;;Real;RealVideo 3;;;Between H263 and H264, RealVideo 8;http://www.real.com
RV30;;4CC;RealVideo 3;;;Between H263 and H264, RealVideo 8;http://www.real.com
rv40;;Real;RealVideo 4;;;H264, RealVideo 9;http://www.real.com
RV40;;4CC;RealVideo 4;;;H264, RealVideo 9;http://www.real.com
RVX ;;4CC;RDX;;;Intel RDX;
S263;;4CC;S263;;;;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
S422;VideoCap C210;4CC;YUV;;;VideoCap C210;
s422;VideoCap C210;4CC;YUV;;;VideoCap C210;
SAN3;;4CC;MPEG-4 Visual;;;Direct copy of DivX 3.11;
SANM;;4CC;Smush v2;;;LucasArts;http://www.lucasarts.com/
SCCD;;4CC;SoftCam;;;;
SDCC;Sun;4CC;Digital Video;;;Sun Digital Camera;
SEDG;Samsung;4CC;MPEG-4 Visual;;;Samsung MPEG-4;
SEG4;;4CC;Cinepak;;;;http://www.sega.com/
SEGA;;4CC;Cinepak;;;;http://www.sega.com/
SFMC;;4CC;CrystalNet;;;CrystalNet Surface Fitting Method;
SHR0;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR1;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR2;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR3;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR4;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR5;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR6;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SHR7;;4CC;BitJazz SheerVideo;;;BitJazz SheerVideo (realtime lossless);
SJPG;CuSeeMe;4CC;M-JPEG;;;CuSeeMe;http://mirror01.iptelecom.net.ua/~video/codecs/CUseeMe.M-JPEG.CODEC.v1.17.exe
SL25;SoftLab DVCPro;4CC;Digital Video;;;SoftLab-NSK DVCPRO;
SL50;SoftLab DVCPro5;4CC;Digital Video;;;SoftLab-NSK DVCPRO50;
SLDV;SoftLab;4CC;Digital Video;;;SoftLab-NSK Forward DV Draw;
SLIF;SoftLab;4CC;MPEG Video;;;SoftLab-NSK MPEG-2 I-frames;
SLMJ;SoftLab;4CC;M-JPEG;;;SoftLab-NSK Forward M-JPEG;
smc ;;4CC;SMC;;;Apple Graphics (SMC);http://www.apple.com/quicktime/download/standalone.html
SMSC;;4CC;Radius;;;;
SMSD;;4CC;Radius;;;;
SMSV;;4CC;Wavelet Video;;;WorldConnect Wavelet Streaming Video;
smsv;;4CC;Wavelet Video;;;WorldConnect Wavelet Video;
SNOW;;4CC;Snow;;;;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
SP40;SunPlus;4CC;YUV;;;SunPlus YUV;
SP44;;4CC;MegaCam;;;SunPlus Aiptek MegaCam;
SP53;;4CC;MegaCam;;;SunPlus Aiptek MegaCam;
SP54;;4CC;MegaCam;;;SunPlus Aiptek MegaCam;
SP55;;4CC;MegaCam;;;SunPlus Aiptek MegaCam;
SP56;;4CC;MegaCam;;;SunPlus Aiptek MegaCam;
SP57;;4CC;MegaCam;;;SunPlus Aiptek MegaCam
SP58;;4CC;MegaCam;;;SunPlus Aiptek MegaCam
SP61;;4CC;MegaCam;;;SunPlus Aiptek MegaCam
SPIG;;4CC;Spigot;;;Radius Spigot
SPLC;;4CC;ACM audio;;;Splash Studios ACM Audio
SPRK;;4CC;Spark;;;
SQZ2;;4CC;VXTreme 2;;;Microsoft VXTreme Video V2
STVA;;4CC;ST Imager;;;ST Microelectronics CMOS Imager Data (Bayer)
STVB;;4CC;ST Imager;;;ST Microelectronics CMOS Imager Data (Nudged Bayer)
STVC;;4CC;ST Imager;;;ST Microelectronics CMOS Imager Data (Bunched)
STVX;;4CC;ST Imager;;;ST Microelectronics CMOS Imager Data (Extended Data Format)
STVY;;4CC;ST Imager;;;ST Microelectronics CMOS Imager Data (Extended Data Format with Correction Data)
SV10;;4CC;Sorenson;;;Sorenson Media Video R1
SVQ1;;4CC;Sorenson 1;;;Sorenson Media Video 1 (Apple QuickTime 3)
SVQ2;;4CC;Sorenson 2;;;Sorenson Media Video 2 (Apple QuickTime 4)
SVQ3;;4CC;Sorenson 3;;;Sorenson Media Video 3 (Apple QuickTime 5)
SWC1;MainConcept;4CC;M-JPEG;;;MainConcept M-JPEG
T420;Toshiba;4CC;YUV;;;Toshiba YUV 4:2:0
TGA ;Apple;4CC;TGA;;;Apple TGA (with Alpha-channel)
THEO;;4CC;Theora;;;FFVFW Supported
TIFF;;4CC;Apple TIFF;;;Apple TIFF (with Alpha-channel)
TIM2;;4CC;Pinnacle DVI;;;Pinnacle RAL DVI
TLMS;;4CC;TeraLogic;;;TeraLogic Motion Intraframe
TLST;;4CC;TeraLogic;;;TeraLogic Motion Intraframe
TM10;;4CC;Duck;;;Duck TrueMotion
TM20;;4CC;Duck 2;;;Duck TrueMotion 2.0
TM2A;;4CC;Duck Archiver 2;;;Duck TrueMotion Archiver 2.0
TM2X;;4CC;Duck 2;;;Duck TrueMotion 2X
TMIC;;4CC;TeraLogic;;;TeraLogic Motion Intraframe
TMOT;;4CC;Horizons TM S;;;Horizons Technology TrueMotion Video
TR20;;4CC;Duck TM RT2;;;Duck TrueMotion RT 2.0
TRLE;;4CC;Akula;;;Akula Alpha Pro Custom AVI (LossLess)
TSCC;;4CC;TechSmith;;;TechSmith Screen Capture;
TV10;;4CC;Tecomac;;;Tecomac Low-Bit Rate;
TVJP;;4CC;Pinnacle/Truevision;;;TrueVision Field Encoded M-JPEG (Targa emulation);
TVMJ;;4CC;Pinnacle/Truevision;;;Truevision TARGA M-JPEG Hardware (or Targa emulation);
TY0N;;4CC;Trident;;;Trident Decompression Driver;
TY2C;;4CC;Trident;;;Trident Decompression Driver;
TY2N;;4CC;Trident;;;Trident Decompression Driver;
U<Y ;Discreet;4CC;YUV;;;Discreet UC YUV 4:2:2:4 10 bit;
U<YA;Discreet;4CC;YUV;;;Discreet UC YUV 4:2:2:4 10 bit (with Alpha-channel);
U263;UB;4CC;H.263;;;UB Video H.263/H.263+/H.263++ Decoder;http://eMajix.com
UCOD;;4CC;ClearVideo;;;ClearVideo (fractal compression-based);
ULTI;;4CC;Ultimotion;;;IBM Ultimotion;
UMP4;UB;4CC;MPEG-4 Visual;;;UB Video MPEG 4;http://www.fourcc.org/indexyuv.htm
UYNV;;4CC;YUV;;;Nvidia 16bpp. A direct copy of UYVY registered by Nvidia to work around problems in some olds which did not like hardware which offered more than 2 UYVY surfaces.;http://www.fourcc.org/indexyuv.htm
UYVP;;4CC;YUV;;;Evans & Sutherland 24bpp. YCbCr 4:2:2 extended precision 10-bits per component in U0Y0V0Y1 order;
UYVU;SoftLab;4CC;YUV;;;SoftLab-NSK Forward YUV;http://www.fourcc.org/indexyuv.htm
UYVY;;4CC;YUV;;;Uncompressed 16bpp. YUV 4:2:2 (Y sample at every pixel, U and V sampled at every second pixel horizontally on each line). A macropixel contains 2 pixels in 1 u_int32.
V210;;4CC;Optibase;;;Optibase VideoPump 10-bit 4:2:2 Component YCbCr
V261;;4CC;VX3000S;;;Lucent VX3000S
V422;Vitec;4CC;YUV;;;Vitec Multimedia YUV 4:2:2 as for UYVY, but with different component ordering within the u_int32 macropixel
V655;Vitec;4CC;YUV;;;Vitec Multimedia 16 bit YUV 4:2:2 (6:5:5) format
VBLE;;4CC;MarcFD VBLE;;;MarcFD VBLE Lossless
VCR1;;4CC;ATI Video 1;;;ATI VCR 1.0
VCR2;;4CC;ATI Video 2;;;ATI VCR 2.0 (MPEG YV12)
VCR3;;4CC;ATI Video 3;;;ATI VCR 3.0
VCR4;;4CC;ATI Video 4;;;ATI VCR 4.0
VCR5;;4CC;ATI Video 5;;;ATI VCR 5.0
VCR6;;4CC;ATI Video 6;;;ATI VCR 6.0
VCR7;;4CC;ATI Video 7;;;ATI VCR 7.0
VCR8;;4CC;ATI Video 8;;;ATI VCR 8.0
VCR9;;4CC;ATI Video 9;;;ATI VCR 9.0
VCWV;;4CC;Wavelet;;;VideoCon
VDCT;VideoMaker;4CC;RGB;;;Video Maker Pro DIB;
VDOM;;4CC;VDOWave;;;VDONet Wave;
VDOW;;4CC;VDOLive;;;VDONet Live (H,263);
VDST;;4CC;VirtualDub;;;VirtualDub remote frameclient ICM driver;
VDTZ;;4CC;YUV;;;VideoTizer / Darim Vision YUV;
VGPX;;4CC;VGP;;;Alaris VideoGramPixel;
VIDM;DivX 5 Pro;4CC;MPEG-4 Visual;;;DivX 5.0 Pro Supported;
VIDS;;4CC;Vitec;;;Vitec Multimedia YUV 4:2:2;www.yks.ne.jp/~hori/
VIFP;;4CC;VFAPI;;;Virtual Frame API (VFAPI dummy format);
VIV1;;4CC;H.263;;;Vivo H.263;
VIV2;;4CC;H.263;;;Vivo H.263;
VIVO;;4CC;H.263;;;Vivo H.263;
VIXL;Miro XL;4CC;M-JPEG;;;Miro Video XL;http://mirror01.iptelecom.net.ua/~video/codecs/miroVIDEO-XL.codec.v2.2.exe
VJPG;;4CC;M-JPEG;;;;
VLV1;;4CC;Videologic;;;;
VMNC;;4CC;Vmware;;;;http://www.vmware.com/
VP30;;4CC;VP3;;;On2 VP3;
VP31;;4CC;VP3;;;On2 VP3;
VP40;;4CC;VP4;;;On2 TrueCast VP4;
VP50;;4CC;VP5;;;On2 TrueCast VP5;
VP60;;4CC;VP6;;;On2 TrueCast VP6;
VP61;;4CC;VP6.1;;;On2 TrueCast VP6.1;
VP62;;4CC;VP6.2;;;On2 TrueCast VP6.2;http://ftp.pub.cri74.org/pub/win9x/video/codecs/VP6/vp6_vfw_codec.exe
VP70;;4CC;VP7;;;On2 TrueMotion VP7;
VP71;;4CC;VP7;;;On2 TrueMotion VP7;
VP72;;4CC;VP7;;;On2 TrueMotion VP7;
VQC1;;4CC;Vector 1;;;Vector-quantised 1 (high compression) http://eprints.ecs.soton.ac.uk/archive/00001310/01/VTC97-js.pdf;
VQC2;;4CC;Vector 2;;;Vector-quantised 2 (high robustness against channel errors) http://eprints.ecs.soton.ac.uk/archive/00001310/01/VTC97-js.pdf;
VQJP;;4CC;VQ630;;;Dual-mode digital camera;
VQS4;;4CC;VQ110;;;Digital video camera;
VR21;BlckMagic;4CC;YUV;;;BlackMagic YUV (Quick Time);
VSSH;;4CC;AVC;;;Vanguard VSS H.264;
VSSV;;4CC;Vanguard Video;;;Vanguard Software Solutions Video;
VSSW;;4CC;AVC;;;Vanguard VSS H.264;
VTLP;;4CC;GGP;;;Alaris VideoGramPixel;
VX1K;;4CC;DVX 1 S;;;Lucent VX1000S Video;
VX2K;;4CC;DVX 2 S;;;Lucent VX2000S Video;
VXSP;;4CC;DVX 1 SP;;;Lucent VX1000SP Video;
VYU9;;4CC;YUV;;;ATI YUV;
VYUY;;4CC;YUV;;;ATI Packed YUV Data;
WBVC;;4CC;W9960;;;Winbond Electronics W9960;
WHAM;;4CC;Microsoft Video 1;;;;
WINX;;4CC;Winnov;;;;
WJPG;Winbond ;4CC;M-JPEG;;;Winbond JPEG (AverMedia USB devices);
WMV1;;4CC;WMV1;;;Windows Media Video 7;http://www.microsoft.com/windows/windowsmedia/format/codecdownload.aspx
WMV2;;4CC;WMV2;;;Windows Media Video 8;http://www.microsoft.com/windows/windowsmedia/format/codecdownload.aspx
WMV3;WMV3;4CC;VC-1;;;Windows Media Video 9;http://www.microsoft.com/windows/windowsmedia/format/codecdownload.aspx
WMVA;WMV;4CC;VC-1;;;Windows Media Video;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
WMVP;;4CC;WMV3;;;Windows Media Video V9;
WNIX;;4CC;WniWni;;;WniWni;
WNV1;;4CC;WinNov;;;WinNov Videum Hardware Compression;http://www.winnov.com/
WNVA;;4CC;WinNov;;;WinNov Videum Hardware Compression;http://www.winnov.com/
WRLE;Apple;4CC;RGB;;;Apple QuickTime BMP;
WRPR;;4CC;AVideoTools;;;VideoTools VideoServer Client (wrapper for AviSynth);
WV1F;;4CC;;;;;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
WVC1;;4CC;VC-1;;;Microsoft;
WVLT;;4CC;IllusionHope Wavelet 9/7;;;IllusionHope Wavelet 9/7;
WVP2;;4CC;;;;;http://ffdshow.sourceforge.net/tikiwiki/tiki-index.php?page=Getting+ffdshow
WZCD;;4CC;iScan;;;CORE Co. Ltd.;
WZDC;;4CC;iSnap;;;CORE Co. Ltd.;
X263;;4CC;H.263;;;Xirlink H.263;
x263;;4CC;Xirlink;;;;
X264;;4CC;AVC;;;XiWave GNU GPL x264 MPEG-4;
x264;;4CC;AVC;;;XiWave GNU GPL x264 MPEG-4;
XJPG;Xirlink;4CC;M-JPEG;;;Xirlink, Inc.;
XLV0;;4CC;NetXL Video;;;NetXL Inc. XL Video Decoder;
XMPG;Xing;4CC;MPEG Video;;;XING MPEG (I frame only);
XVID;XviD;4CC;MPEG-4 Visual;;;XviD project;http://www.xvid.org/Downloads.15.0.html
XVIX;XviD;4CC;MPEG-4 Visual;;;Based on XviD MPEG-4;http://www.xvid.org/Downloads.15.0.html
XWV0;;4CC;XiWave Video;;;XiWave Video;
XWV1;;4CC;XiWave Video;;;XiWave Video;
XWV2;;4CC;XiWave Video;;;XiWave Video;
XWV3;;4CC;XiWave Video;;;XiWave Video (Xi-3 Video);
XWV4;;4CC;XiWave Video;;;XiWave Video;
XWV5;;4CC;XiWave Video;;;XiWave Video;
XWV6;;4CC;XiWave Video;;;XiWave Video;
XWV7;;4CC;XiWave Video;;;XiWave Video;
XWV8;;4CC;XiWave Video;;;XiWave Video;
XWV9;;4CC;XiWave Video;;;XiWave Video;
XXAN;;4CC;Origin VideoGame;;;Origin Video (used in Wing Commander 3 and 4);
XYZP;;4CC;PAL;;;Extended PAL format XYZ palette;
Y211;;4CC;YUV;;;Packed YUV format with Y sampled at every second pixel across each line and U and V sampled at every fourth pixel;
Y216;Targa;4CC;YUV;;;Pinnacle TARGA CineWave YUV (Quick Time);
Y411;;4CC;YUV;;;YUV 4:1:1 Packed;
Y41B;;4CC;YUV;;;YUV 4:1:1 Planar;
Y41P;;4CC;YUV;;;Conexant (ex Brooktree) YUV 4:1:1 Raw;http://www.fourcc.org/indexyuv.htm
Y41T;;4CC;YUV;;;Format as for Y41P, but the lsb of each Y component is used to signal pixel transparency;
Y422;;4CC;YUV;;;Direct copy of UYVY as used by ADS Technologies Pyro WebCam firewire camera;
Y42B;;4CC;YUV;;;YUV 4:2:2 Planar;
Y42T;;4CC;YUV;;;Format as for UYVY, but the lsb of each Y component is used to signal pixel transparency;
